verified,followers,gender,age,society,sports,politics,religion,entertainment,other,result
False,343,female,35+,68.2,3.2,12.4,11.7,4.2,0.3,0
False,343,female,35+,68.2,3.2,12.4,11.7,4.2,0.3,0
False,3680,female,35+,73.7,0.8,4.7,19.5,1.0,0.2,0
False,3680,female,35+,73.7,0.8,4.7,19.5,1.0,0.2,0
False,96632,female,25-35,73.7,0.0,5.3,21.1,0.0,0.0,1
False,96632,female,25-35,73.7,0.0,5.3,21.1,0.0,0.0,0
False,96632,female,25-35,73.7,0.0,5.3,21.1,0.0,0.0,0
False,116,female,25-35,63.1,1.6,16.9,15.3,1.3,1.8,1
False,116,female,25-35,63.1,1.6,16.9,15.3,1.3,1.8,0
False,116,female,25-35,63.1,1.6,16.9,15.3,1.3,1.8,0
False,889,male,35+,69.6,9.0,7.9,8.4,4.4,0.7,1
False,889,male,35+,69.6,9.0,7.9,8.4,4.4,0.7,0
False,889,male,35+,69.6,9.0,7.9,8.4,4.4,0.7,0
False,874,female,35+,69.3,2.0,3.1,22.0,2.9,0.7,0
False,874,female,35+,69.3,2.0,3.1,22.0,2.9,0.7,0
False,874,female,35+,69.3,2.0,3.1,22.0,2.9,0.7,0
False,874,female,35+,69.3,2.0,3.1,22.0,2.9,0.7,0
False,148,male,35+,30.0,35.0,25.0,10.0,0.0,0.0,1
False,148,male,35+,30.0,35.0,25.0,10.0,0.0,0.0,0
False,148,male,35+,30.0,35.0,25.0,10.0,0.0,0.0,0
False,148,male,35+,30.0,35.0,25.0,10.0,0.0,0.0,0
False,79152,male,35+,40.2,1.6,41.1,11.4,3.6,2.0,0
False,79152,male,35+,40.2,1.6,41.1,11.4,3.6,2.0,0
False,79152,male,35+,40.2,1.6,41.1,11.4,3.6,2.0,0
False,79152,male,35+,40.2,1.6,41.1,11.4,3.6,2.0,0
False,37313,male,35+,29.4,4.1,40.7,16.9,3.0,5.8,1
False,37313,male,35+,29.4,4.1,40.7,16.9,3.0,5.8,0
False,37313,male,35+,29.4,4.1,40.7,16.9,3.0,5.8,0
False,100,male,25-,73.3,0.0,6.7,20.0,0.0,0.0,1
False,100,male,25-,73.3,0.0,6.7,20.0,0.0,0.0,0
False,100,male,25-,73.3,0.0,6.7,20.0,0.0,0.0,0
False,100,male,25-,73.3,0.0,6.7,20.0,0.0,0.0,0
True,1156778,male,35+,53.1,5.9,22.7,9.9,4.4,4.0,1
True,1156778,male,35+,53.1,5.9,22.7,9.9,4.4,4.0,0
True,1156778,male,35+,53.1,5.9,22.7,9.9,4.4,4.0,0
False,8756,male,35+,59.7,4.5,19.1,7.6,6.5,2.7,1
False,8756,male,35+,59.7,4.5,19.1,7.6,6.5,2.7,0
False,8756,male,35+,59.7,4.5,19.1,7.6,6.5,2.7,0
False,9,male,35+,63.7,9.6,5.1,15.6,5.9,0.2,1
False,9,male,35+,63.7,9.6,5.1,15.6,5.9,0.2,0
False,9,male,35+,63.7,9.6,5.1,15.6,5.9,0.2,0
False,9,male,35+,63.7,9.6,5.1,15.6,5.9,0.2,0
False,287,male,25-35,44.1,6.9,13.5,29.5,5.2,0.7,1
False,287,male,25-35,44.1,6.9,13.5,29.5,5.2,0.7,0
False,287,male,25-35,44.1,6.9,13.5,29.5,5.2,0.7,0
False,287,male,25-35,44.1,6.9,13.5,29.5,5.2,0.7,0
False,58376,male,35+,55.2,5.6,20.7,10.5,4.2,3.7,1
False,58376,male,35+,55.2,5.6,20.7,10.5,4.2,3.7,0
False,58376,male,35+,55.2,5.6,20.7,10.5,4.2,3.7,0
True,449340,male,35+,54.7,7.3,21.2,8.2,5.2,3.4,1
True,449340,male,35+,54.7,7.3,21.2,8.2,5.2,3.4,0
True,449340,male,35+,54.7,7.3,21.2,8.2,5.2,3.4,0
False,709,male,35+,63.6,8.1,9.1,15.3,3.8,0.2,1
False,709,male,35+,63.6,8.1,9.1,15.3,3.8,0.2,0
False,709,male,35+,63.6,8.1,9.1,15.3,3.8,0.2,0
False,709,male,35+,63.6,8.1,9.1,15.3,3.8,0.2,0
False,3043,male,35+,66.1,3.9,6.2,15.1,8.4,0.3,1
False,3043,male,35+,66.1,3.9,6.2,15.1,8.4,0.3,0
False,3043,male,35+,66.1,3.9,6.2,15.1,8.4,0.3,0
False,31636,male,25-,35.6,39.7,7.2,11.9,4.8,0.7,0
False,31636,male,25-,35.6,39.7,7.2,11.9,4.8,0.7,0
False,31636,male,25-,35.6,39.7,7.2,11.9,4.8,0.7,0
False,631,male,25-35,42.7,5.1,32.0,10.8,7.2,2.2,1
False,631,male,25-35,42.7,5.1,32.0,10.8,7.2,2.2,0
False,15304,male,35+,99.6,0.0,0.0,0.4,0.0,0.0,1
False,15304,male,35+,99.6,0.0,0.0,0.4,0.0,0.0,0
False,4273,male,25-,59.3,19.3,10.0,5.5,4.8,1.0,1
False,4273,male,25-,59.3,19.3,10.0,5.5,4.8,1.0,0
False,47,male,35+,56.2,3.5,15.8,20.0,4.3,0.3,1
False,47,male,35+,56.2,3.5,15.8,20.0,4.3,0.3,0
False,47,male,35+,56.2,3.5,15.8,20.0,4.3,0.3,0
True,3335542,male,35+,31.9,45.7,12.4,2.9,6.2,0.9,0
True,3335542,male,35+,31.9,45.7,12.4,2.9,6.2,0.9,0
True,3335542,male,35+,31.9,45.7,12.4,2.9,6.2,0.9,0
False,569,male,35+,25.0,0.0,0.0,50.0,25.0,0.0,1
False,569,male,35+,25.0,0.0,0.0,50.0,25.0,0.0,0
False,569,male,35+,25.0,0.0,0.0,50.0,25.0,0.0,0
False,569,male,35+,25.0,0.0,0.0,50.0,25.0,0.0,0
False,1267,male,35+,23.1,15.4,23.1,15.4,7.7,15.4,1
False,1267,male,35+,23.1,15.4,23.1,15.4,7.7,15.4,0
False,1267,male,35+,23.1,15.4,23.1,15.4,7.7,15.4,0
False,1267,male,35+,23.1,15.4,23.1,15.4,7.7,15.4,0
True,1851514,male,35+,55.0,15.0,20.0,10.0,0.0,0.0,0
True,1851514,male,35+,55.0,15.0,20.0,10.0,0.0,0.0,0
True,1851514,male,35+,55.0,15.0,20.0,10.0,0.0,0.0,0
True,1223689,male,35+,50.9,4.8,29.1,10.6,2.1,2.5,1
True,1223689,male,35+,50.9,4.8,29.1,10.6,2.1,2.5,0
True,1223689,male,35+,50.9,4.8,29.1,10.6,2.1,2.5,0
False,6860,male,35+,58.9,6.9,9.9,19.1,4.9,0.3,0
False,6860,male,35+,58.9,6.9,9.9,19.1,4.9,0.3,0
False,6860,male,35+,58.9,6.9,9.9,19.1,4.9,0.3,0
False,6860,male,35+,58.9,6.9,9.9,19.1,4.9,0.3,0
False,5578,female,35+,68.6,3.1,7.4,16.3,4.1,0.5,0
False,5578,female,35+,68.6,3.1,7.4,16.3,4.1,0.5,0
False,5578,female,35+,68.6,3.1,7.4,16.3,4.1,0.5,0
False,5578,female,35+,68.6,3.1,7.4,16.3,4.1,0.5,0
False,25944,female,25-,55.1,5.1,4.9,29.1,5.5,0.2,0
False,25944,female,25-,55.1,5.1,4.9,29.1,5.5,0.2,0
False,25944,female,25-,55.1,5.1,4.9,29.1,5.5,0.2,0
False,25944,female,25-,55.1,5.1,4.9,29.1,5.5,0.2,0
False,11674,male,35+,56.4,7.7,20.5,12.8,0.0,2.6,1
False,11674,male,35+,56.4,7.7,20.5,12.8,0.0,2.6,0
False,11674,male,35+,56.4,7.7,20.5,12.8,0.0,2.6,0
False,11674,male,35+,56.4,7.7,20.5,12.8,0.0,2.6,0
True,414223,male,35+,51.8,1.8,36.2,3.2,2.6,4.5,1
True,414223,male,35+,51.8,1.8,36.2,3.2,2.6,4.5,0
True,414223,male,35+,51.8,1.8,36.2,3.2,2.6,4.5,0
False,530,female,25-35,52.8,3.7,21.4,12.5,5.9,3.6,0
False,530,female,25-35,52.8,3.7,21.4,12.5,5.9,3.6,0
False,1318,male,35+,58.2,37.2,1.6,2.4,0.5,0.1,1
False,1318,male,35+,58.2,37.2,1.6,2.4,0.5,0.1,0
False,7,male,25-,61.2,5.2,20.4,3.7,7.0,2.6,1
False,7,male,25-,61.2,5.2,20.4,3.7,7.0,2.6,0
False,7,male,25-,61.2,5.2,20.4,3.7,7.0,2.6,0
False,62213,male,35+,42.4,8.0,22.5,14.0,7.5,5.7,1
False,62213,male,35+,42.4,8.0,22.5,14.0,7.5,5.7,0
False,62213,male,35+,42.4,8.0,22.5,14.0,7.5,5.7,0
False,62213,male,35+,42.4,8.0,22.5,14.0,7.5,5.7,0
False,15,male,25-,75.0,6.2,0.0,12.5,6.2,0.0,1
False,15,male,25-,75.0,6.2,0.0,12.5,6.2,0.0,0
False,15,male,25-,75.0,6.2,0.0,12.5,6.2,0.0,0
False,15,male,25-,75.0,6.2,0.0,12.5,6.2,0.0,0
False,11947,male,35+,54.4,5.5,8.6,8.0,22.3,1.2,1
False,11947,male,35+,54.4,5.5,8.6,8.0,22.3,1.2,0
False,11947,male,35+,54.4,5.5,8.6,8.0,22.3,1.2,0
False,688,male,35+,43.6,9.1,17.9,23.3,4.8,1.4,1
False,688,male,35+,43.6,9.1,17.9,23.3,4.8,1.4,0
False,688,male,35+,43.6,9.1,17.9,23.3,4.8,1.4,0
False,15028,male,35+,42.6,6.9,28.3,10.2,4.4,7.7,1
False,15028,male,35+,42.6,6.9,28.3,10.2,4.4,7.7,0
False,15028,male,35+,42.6,6.9,28.3,10.2,4.4,7.7,0
True,153367,male,35+,59.4,3.9,25.8,6.9,1.9,2.1,1
True,153367,male,35+,59.4,3.9,25.8,6.9,1.9,2.1,0
True,153367,male,35+,59.4,3.9,25.8,6.9,1.9,2.1,0
False,13513,male,35+,29.4,2.3,48.5,13.6,3.5,2.8,1
False,13513,male,35+,29.4,2.3,48.5,13.6,3.5,2.8,0
False,13513,male,35+,29.4,2.3,48.5,13.6,3.5,2.8,0
False,13513,male,35+,29.4,2.3,48.5,13.6,3.5,2.8,0
False,7194,male,35+,29.2,2.9,40.2,18.4,4.4,4.9,0
False,7194,male,35+,29.2,2.9,40.2,18.4,4.4,4.9,0
False,7194,male,35+,29.2,2.9,40.2,18.4,4.4,4.9,0
False,7194,male,35+,29.2,2.9,40.2,18.4,4.4,4.9,0
True,3857012,male,35+,41.2,2.5,47.5,5.0,1.0,2.8,0
True,3857012,male,35+,41.2,2.5,47.5,5.0,1.0,2.8,0
True,3857012,male,35+,41.2,2.5,47.5,5.0,1.0,2.8,0
False,4175,male,35+,45.1,11.4,7.4,31.6,3.5,1.1,0
False,4175,male,35+,45.1,11.4,7.4,31.6,3.5,1.1,0
False,4175,male,35+,45.1,11.4,7.4,31.6,3.5,1.1,0
False,754,female,25-,74.7,1.7,5.0,12.8,5.5,0.3,0
False,754,female,25-,74.7,1.7,5.0,12.8,5.5,0.3,0
False,754,female,25-,74.7,1.7,5.0,12.8,5.5,0.3,0
False,1742,male,25-35,46.5,14.9,18.3,10.0,9.1,1.2,1
False,1742,male,25-35,46.5,14.9,18.3,10.0,9.1,1.2,0
False,1041,female,35+,81.5,0.4,1.8,15.6,0.6,0.3,1
False,1041,female,35+,81.5,0.4,1.8,15.6,0.6,0.3,0
False,1041,female,35+,81.5,0.4,1.8,15.6,0.6,0.3,0
False,1468,male,35+,44.4,7.1,17.5,22.9,5.4,2.7,1
False,1468,male,35+,44.4,7.1,17.5,22.9,5.4,2.7,0
False,1468,male,35+,44.4,7.1,17.5,22.9,5.4,2.7,0
False,206,male,35+,49.2,3.5,5.6,37.9,3.3,0.4,0
False,206,male,35+,49.2,3.5,5.6,37.9,3.3,0.4,0
False,206,male,35+,49.2,3.5,5.6,37.9,3.3,0.4,0
False,206,male,35+,49.2,3.5,5.6,37.9,3.3,0.4,0
False,59398,female,35+,49.5,3.1,19.7,21.7,4.9,1.1,0
False,59398,female,35+,49.5,3.1,19.7,21.7,4.9,1.1,0
False,59398,female,35+,49.5,3.1,19.7,21.7,4.9,1.1,0
False,59,male,35+,26.4,12.7,3.7,8.3,48.9,0.0,1
False,59,male,35+,26.4,12.7,3.7,8.3,48.9,0.0,0
False,3584,male,35+,56.2,1.0,17.1,14.2,10.6,1.0,1
False,3584,male,35+,56.2,1.0,17.1,14.2,10.6,1.0,0
False,3584,male,35+,56.2,1.0,17.1,14.2,10.6,1.0,0
False,52,male,35+,37.9,4.4,20.5,29.2,7.4,0.7,1
False,52,male,35+,37.9,4.4,20.5,29.2,7.4,0.7,0
False,52,male,35+,37.9,4.4,20.5,29.2,7.4,0.7,0
False,874,male,35+,74.1,2.4,10.2,9.0,3.0,1.2,1
False,874,male,35+,74.1,2.4,10.2,9.0,3.0,1.2,0
False,874,male,35+,74.1,2.4,10.2,9.0,3.0,1.2,0
False,21616,male,35+,32.2,4.3,29.2,25.2,5.5,3.6,1
False,21616,male,35+,32.2,4.3,29.2,25.2,5.5,3.6,0
False,21616,male,35+,32.2,4.3,29.2,25.2,5.5,3.6,0
True,119764,male,35+,47.1,6.3,26.5,9.6,3.1,7.5,0
True,119764,male,35+,47.1,6.3,26.5,9.6,3.1,7.5,0
True,119764,male,35+,47.1,6.3,26.5,9.6,3.1,7.5,0
False,16087,male,35+,44.8,24.6,11.6,15.5,2.7,0.7,0
False,16087,male,35+,44.8,24.6,11.6,15.5,2.7,0.7,0
False,16087,male,35+,44.8,24.6,11.6,15.5,2.7,0.7,0
False,16087,male,35+,44.8,24.6,11.6,15.5,2.7,0.7,0
False,35034,male,35+,33.4,3.7,35.2,21.1,4.7,2.0,1
False,35034,male,35+,33.4,3.7,35.2,21.1,4.7,2.0,0
False,35034,male,35+,33.4,3.7,35.2,21.1,4.7,2.0,0
False,35034,male,35+,33.4,3.7,35.2,21.1,4.7,2.0,0
False,2089,male,25-35,55.6,4.0,16.6,18.3,4.8,0.6,0
False,2089,male,25-35,55.6,4.0,16.6,18.3,4.8,0.6,0
False,2089,male,25-35,55.6,4.0,16.6,18.3,4.8,0.6,0
True,693948,male,35+,43.0,3.3,30.1,13.2,2.3,8.0,1
True,693948,male,35+,43.0,3.3,30.1,13.2,2.3,8.0,0
True,693948,male,35+,43.0,3.3,30.1,13.2,2.3,8.0,0
False,755,male,35+,64.6,3.3,11.7,13.7,5.3,1.3,1
False,755,male,35+,64.6,3.3,11.7,13.7,5.3,1.3,0
False,755,male,35+,64.6,3.3,11.7,13.7,5.3,1.3,0
False,1942,male,35+,43.1,6.0,29.9,11.4,8.1,1.5,1
False,1942,male,35+,43.1,6.0,29.9,11.4,8.1,1.5,0
False,837,female,35+,70.0,3.0,6.9,17.2,2.6,0.3,1
False,837,female,35+,70.0,3.0,6.9,17.2,2.6,0.3,0
False,837,female,35+,70.0,3.0,6.9,17.2,2.6,0.3,0
False,7450,male,35+,36.4,4.7,35.9,16.2,4.6,2.1,1
False,7450,male,35+,36.4,4.7,35.9,16.2,4.6,2.1,0
False,7450,male,35+,36.4,4.7,35.9,16.2,4.6,2.1,0
False,10786,male,35+,32.4,4.2,31.7,22.9,6.1,2.7,1
False,10786,male,35+,32.4,4.2,31.7,22.9,6.1,2.7,0
False,10786,male,35+,32.4,4.2,31.7,22.9,6.1,2.7,0
False,10786,male,35+,32.4,4.2,31.7,22.9,6.1,2.7,0
True,18898,male,35+,0.0,0.0,100.0,0.0,0.0,0.0,0
True,18898,male,35+,0.0,0.0,100.0,0.0,0.0,0.0,0
True,18898,male,35+,0.0,0.0,100.0,0.0,0.0,0.0,0
False,1442,female,35+,60.8,2.7,16.9,15.9,3.3,0.5,1
False,1442,female,35+,60.8,2.7,16.9,15.9,3.3,0.5,0
False,1442,female,35+,60.8,2.7,16.9,15.9,3.3,0.5,0
False,2066,male,35+,41.0,11.2,24.5,18.1,2.7,2.7,1
False,2066,male,35+,41.0,11.2,24.5,18.1,2.7,2.7,0
False,2066,male,35+,41.0,11.2,24.5,18.1,2.7,2.7,0
True,221641,male,35+,57.9,0.0,21.1,21.1,0.0,0.0,0
True,221641,male,35+,57.9,0.0,21.1,21.1,0.0,0.0,0
True,221641,male,35+,57.9,0.0,21.1,21.1,0.0,0.0,0
False,12341,male,35+,48.5,4.5,18.9,23.7,3.0,1.5,1
False,12341,male,35+,48.5,4.5,18.9,23.7,3.0,1.5,0
False,12341,male,35+,48.5,4.5,18.9,23.7,3.0,1.5,0
False,12341,male,35+,48.5,4.5,18.9,23.7,3.0,1.5,0
False,112,male,35+,33.3,6.4,31.4,18.7,7.1,3.2,1
False,112,male,35+,33.3,6.4,31.4,18.7,7.1,3.2,0
False,112,male,35+,33.3,6.4,31.4,18.7,7.1,3.2,0
False,112,male,35+,33.3,6.4,31.4,18.7,7.1,3.2,0
True,62419,male,35+,15.7,4.1,60.7,7.6,4.8,7.1,0
True,62419,male,35+,15.7,4.1,60.7,7.6,4.8,7.1,0
True,62419,male,35+,15.7,4.1,60.7,7.6,4.8,7.1,0
True,62419,male,35+,15.7,4.1,60.7,7.6,4.8,7.1,0
False,5936,male,35+,46.0,5.9,27.9,8.5,6.5,5.2,0
False,5936,male,35+,46.0,5.9,27.9,8.5,6.5,5.2,0
False,5936,male,35+,46.0,5.9,27.9,8.5,6.5,5.2,0
False,3418,male,35+,76.0,2.5,10.4,5.0,1.6,4.4,1
False,3418,male,35+,76.0,2.5,10.4,5.0,1.6,4.4,0
False,3418,male,35+,76.0,2.5,10.4,5.0,1.6,4.4,0
False,116,female,35+,28.9,49.6,10.2,5.0,6.2,0.2,1
False,116,female,35+,28.9,49.6,10.2,5.0,6.2,0.2,0
False,116,female,35+,28.9,49.6,10.2,5.0,6.2,0.2,0
False,116,female,35+,28.9,49.6,10.2,5.0,6.2,0.2,0
False,224,male,35+,52.1,15.3,10.8,17.6,3.6,0.6,1
False,224,male,35+,52.1,15.3,10.8,17.6,3.6,0.6,0
False,224,male,35+,52.1,15.3,10.8,17.6,3.6,0.6,0
False,224,male,35+,52.1,15.3,10.8,17.6,3.6,0.6,0
False,3915,male,35+,41.2,0.0,11.8,47.1,0.0,0.0,1
False,3915,male,35+,41.2,0.0,11.8,47.1,0.0,0.0,0
False,3915,male,35+,41.2,0.0,11.8,47.1,0.0,0.0,0
False,3915,male,35+,41.2,0.0,11.8,47.1,0.0,0.0,0
False,18295,male,35+,29.1,22.4,24.4,5.8,15.5,2.9,1
False,18295,male,35+,29.1,22.4,24.4,5.8,15.5,2.9,0
False,15673,male,35+,55.4,3.7,25.4,9.8,1.4,4.3,0
False,15673,male,35+,55.4,3.7,25.4,9.8,1.4,4.3,0
False,15673,male,35+,55.4,3.7,25.4,9.8,1.4,4.3,0
False,1588,female,35+,50.6,14.7,12.0,16.0,5.7,1.0,1
False,1588,female,35+,50.6,14.7,12.0,16.0,5.7,1.0,0
False,1588,female,35+,50.6,14.7,12.0,16.0,5.7,1.0,0
False,1588,female,35+,50.6,14.7,12.0,16.0,5.7,1.0,0
False,15116,male,35+,60.6,5.0,8.6,19.2,6.4,0.2,1
False,15116,male,35+,60.6,5.0,8.6,19.2,6.4,0.2,0
False,15116,male,35+,60.6,5.0,8.6,19.2,6.4,0.2,0
False,87850,male,35+,51.1,9.7,9.3,24.0,4.7,1.1,0
False,87850,male,35+,51.1,9.7,9.3,24.0,4.7,1.1,0
False,87850,male,35+,51.1,9.7,9.3,24.0,4.7,1.1,0
False,87850,male,35+,51.1,9.7,9.3,24.0,4.7,1.1,0
False,4557,male,35+,27.3,6.1,45.1,8.8,7.3,5.5,1
False,4557,male,35+,27.3,6.1,45.1,8.8,7.3,5.5,0
False,4557,male,35+,27.3,6.1,45.1,8.8,7.3,5.5,0
False,4002,male,35+,26.5,40.0,24.1,5.1,3.8,0.5,1
False,4002,male,35+,26.5,40.0,24.1,5.1,3.8,0.5,0
False,2012,male,25-,67.0,8.0,4.0,12.3,7.0,1.7,1
False,2012,male,25-,67.0,8.0,4.0,12.3,7.0,1.7,0
False,402,male,35+,58.4,3.4,22.1,7.1,4.4,4.7,1
False,402,male,35+,58.4,3.4,22.1,7.1,4.4,4.7,0
False,397,male,35+,46.9,6.9,28.4,11.2,4.1,2.5,1
False,397,male,35+,46.9,6.9,28.4,11.2,4.1,2.5,0
False,397,male,35+,46.9,6.9,28.4,11.2,4.1,2.5,0
True,24471,male,25-35,52.0,6.5,12.9,22.6,4.8,1.2,0
True,24471,male,25-35,52.0,6.5,12.9,22.6,4.8,1.2,0
True,24471,male,25-35,52.0,6.5,12.9,22.6,4.8,1.2,0
True,24471,male,25-35,52.0,6.5,12.9,22.6,4.8,1.2,0
False,311,male,35+,37.8,12.6,23.5,16.0,6.4,3.6,1
False,311,male,35+,37.8,12.6,23.5,16.0,6.4,3.6,0
False,311,male,35+,37.8,12.6,23.5,16.0,6.4,3.6,0
False,311,male,35+,37.8,12.6,23.5,16.0,6.4,3.6,0
False,506,male,35+,21.4,0.7,1.2,75.9,0.6,0.1,1
False,506,male,35+,21.4,0.7,1.2,75.9,0.6,0.1,0
False,506,male,35+,21.4,0.7,1.2,75.9,0.6,0.1,0
False,607,female,35+,88.4,0.9,3.3,6.1,1.1,0.2,0
False,607,female,35+,88.4,0.9,3.3,6.1,1.1,0.2,0
False,14,male,35+,47.9,4.8,27.8,9.6,5.8,4.1,1
False,14,male,35+,47.9,4.8,27.8,9.6,5.8,4.1,0
False,14,male,35+,47.9,4.8,27.8,9.6,5.8,4.1,0
False,4414,male,25-35,42.8,3.8,28.3,19.2,4.1,1.9,1
False,4414,male,25-35,42.8,3.8,28.3,19.2,4.1,1.9,0
False,4414,male,25-35,42.8,3.8,28.3,19.2,4.1,1.9,0
False,2128,male,35+,30.3,1.8,11.4,51.9,3.9,0.8,1
False,2128,male,35+,30.3,1.8,11.4,51.9,3.9,0.8,0
False,2128,male,35+,30.3,1.8,11.4,51.9,3.9,0.8,0
False,2128,male,35+,30.3,1.8,11.4,51.9,3.9,0.8,0
False,2367,male,25-35,30.5,4.4,21.0,40.6,2.8,0.7,1
False,2367,male,25-35,30.5,4.4,21.0,40.6,2.8,0.7,0
False,2367,male,25-35,30.5,4.4,21.0,40.6,2.8,0.7,0
False,1222,male,35+,42.8,5.9,19.0,28.2,3.3,0.7,1
False,1222,male,35+,42.8,5.9,19.0,28.2,3.3,0.7,0
False,1222,male,35+,42.8,5.9,19.0,28.2,3.3,0.7,0
False,1222,male,35+,42.8,5.9,19.0,28.2,3.3,0.7,0
False,895,female,35+,38.5,1.1,11.0,45.9,3.3,0.2,0
False,895,female,35+,38.5,1.1,11.0,45.9,3.3,0.2,0
False,895,female,35+,38.5,1.1,11.0,45.9,3.3,0.2,0
False,895,female,35+,38.5,1.1,11.0,45.9,3.3,0.2,0
False,209,male,35+,78.5,1.5,11.7,6.7,1.3,0.4,1
False,209,male,35+,78.5,1.5,11.7,6.7,1.3,0.4,0
False,209,male,35+,78.5,1.5,11.7,6.7,1.3,0.4,0
False,209,male,35+,78.5,1.5,11.7,6.7,1.3,0.4,0
False,2225,male,35+,41.6,9.4,27.4,14.4,2.9,4.2,0
False,2225,male,35+,41.6,9.4,27.4,14.4,2.9,4.2,0
False,2225,male,35+,41.6,9.4,27.4,14.4,2.9,4.2,0
False,3210,female,35+,62.6,2.8,14.3,15.2,4.1,1.1,0
False,3210,female,35+,62.6,2.8,14.3,15.2,4.1,1.1,0
False,3210,female,35+,62.6,2.8,14.3,15.2,4.1,1.1,0
False,168,male,35+,60.4,1.6,10.4,24.1,2.1,1.3,1
False,168,male,35+,60.4,1.6,10.4,24.1,2.1,1.3,0
False,168,male,35+,60.4,1.6,10.4,24.1,2.1,1.3,0
False,1870,male,35+,36.2,9.0,31.0,11.3,6.0,6.5,1
False,1870,male,35+,36.2,9.0,31.0,11.3,6.0,6.5,0
False,1870,male,35+,36.2,9.0,31.0,11.3,6.0,6.5,0
True,389667,female,35+,13.8,1.8,76.1,4.6,3.7,0.0,0
True,389667,female,35+,13.8,1.8,76.1,4.6,3.7,0.0,0
False,173,male,35+,50.3,4.2,20.4,19.1,4.8,1.2,1
False,173,male,35+,50.3,4.2,20.4,19.1,4.8,1.2,0
False,173,male,35+,50.3,4.2,20.4,19.1,4.8,1.2,0
False,512,male,35+,56.3,13.2,9.3,15.6,4.9,0.7,1
False,512,male,35+,56.3,13.2,9.3,15.6,4.9,0.7,0
False,512,male,35+,56.3,13.2,9.3,15.6,4.9,0.7,0
False,512,male,35+,56.3,13.2,9.3,15.6,4.9,0.7,0
True,245743,male,35+,43.1,23.4,18.9,7.0,4.3,3.5,0
True,245743,male,35+,43.1,23.4,18.9,7.0,4.3,3.5,0
True,245743,male,35+,43.1,23.4,18.9,7.0,4.3,3.5,0
True,245743,male,35+,43.1,23.4,18.9,7.0,4.3,3.5,0
True,344093,male,35+,34.8,3.1,45.3,6.3,6.3,4.0,0
True,344093,male,35+,34.8,3.1,45.3,6.3,6.3,4.0,0
True,344093,male,35+,34.8,3.1,45.3,6.3,6.3,4.0,0
True,344093,male,35+,34.8,3.1,45.3,6.3,6.3,4.0,0
True,5478201,male,35+,37.5,0.0,12.5,25.0,25.0,0.0,0
True,5478201,male,35+,37.5,0.0,12.5,25.0,25.0,0.0,0
True,5478201,male,35+,37.5,0.0,12.5,25.0,25.0,0.0,0
False,1319,male,35+,46.4,3.7,16.3,20.9,11.2,1.5,1
False,1319,male,35+,46.4,3.7,16.3,20.9,11.2,1.5,0
False,1319,male,35+,46.4,3.7,16.3,20.9,11.2,1.5,0
True,513221,male,35+,39.6,2.8,44.0,7.4,3.7,2.4,1
True,513221,male,35+,39.6,2.8,44.0,7.4,3.7,2.4,0
True,513221,male,35+,39.6,2.8,44.0,7.4,3.7,2.4,0
False,1468,male,35+,54.9,3.4,9.1,28.8,3.4,0.3,1
False,1468,male,35+,54.9,3.4,9.1,28.8,3.4,0.3,0
False,1468,male,35+,54.9,3.4,9.1,28.8,3.4,0.3,0
False,23793,male,35+,65.0,3.8,13.9,12.3,4.1,0.9,1
False,23793,male,35+,65.0,3.8,13.9,12.3,4.1,0.9,0
False,3454,male,25-,50.6,4.7,15.2,22.8,5.5,1.2,1
False,3454,male,25-,50.6,4.7,15.2,22.8,5.5,1.2,0
False,176,male,35+,61.6,3.7,19.3,12.9,1.0,1.4,1
False,176,male,35+,61.6,3.7,19.3,12.9,1.0,1.4,0
False,185,male,35+,70.0,2.5,7.3,17.1,2.4,0.6,1
False,185,male,35+,70.0,2.5,7.3,17.1,2.4,0.6,0
False,2761,female,35+,54.7,4.0,9.8,24.2,7.0,0.4,0
False,2761,female,35+,54.7,4.0,9.8,24.2,7.0,0.4,0
True,145811,male,35+,43.7,6.8,19.8,19.5,6.3,4.0,0
True,145811,male,35+,43.7,6.8,19.8,19.5,6.3,4.0,0
False,19599,male,35+,54.8,2.7,9.0,29.2,3.9,0.4,1
False,19599,male,35+,54.8,2.7,9.0,29.2,3.9,0.4,0
False,127,male,35+,46.9,3.5,19.6,24.2,5.4,0.5,0
False,127,male,35+,46.9,3.5,19.6,24.2,5.4,0.5,0
False,127,male,35+,46.9,3.5,19.6,24.2,5.4,0.5,0
False,3450,male,35+,43.7,5.1,14.8,31.5,4.0,0.9,1
False,3450,male,35+,43.7,5.1,14.8,31.5,4.0,0.9,0
False,3450,male,35+,43.7,5.1,14.8,31.5,4.0,0.9,0
False,112,male,35+,47.6,3.9,6.2,37.3,4.4,0.6,1
False,112,male,35+,47.6,3.9,6.2,37.3,4.4,0.6,0
False,21501,male,35+,44.5,4.4,16.5,26.7,5.7,2.2,0
False,21501,male,35+,44.5,4.4,16.5,26.7,5.7,2.2,0
False,83189,male,25-35,35.9,4.4,31.9,18.7,5.8,3.3,0
False,83189,male,25-35,35.9,4.4,31.9,18.7,5.8,3.3,0
False,103,male,25-,66.1,5.3,5.7,16.8,5.7,0.4,1
False,103,male,25-,66.1,5.3,5.7,16.8,5.7,0.4,0
False,103,male,25-,66.1,5.3,5.7,16.8,5.7,0.4,0
